runner_id,age,gender,running_experience_months,previous_marathon_count,training_program,motivation_level,personal_best_minutes,weekly_mileage_miles,runs_per_week,long_run_distance_km,speed_work_sessions_per_week,rest_days_per_week,training_adherence_pct,consecutive_weeks_no_miss,cross_training_hours_per_week,resting_heart_rate_bpm,vo2_max,bmi,recovery_score,sleep_hours_avg,injury_count,injury_severity,nutrition_score,hydration_consistency,training_streak_days,missed_workout_pct,early_morning_run_frequency,weather_condition_training_pct,goal_completion_rate,run_club_attendance_rate,warmup_adherence_pct,stretching_adherence_pct,marathon_date,marathon_weather,course_difficulty,target_finish_time_minutes,actual_finish_time_minutes,mental_preparation_score,medal_outcome,dnf,is_first_marathon,vo2_max_was_missing,cross_training_hours_per_week_was_missing,nutrition_score_was_missing,hydration_consistency_was_missing,sleep_hours_avg_was_missing,implausible_volume,medal,goal_gap
R041331,46,Male,48,2,Intermediate,9,218.0,12.4,4,15.0,1,3,100,13,0.3,66,69.68078813962347,24.9,7.4,8.2,3,Minor,8.0,4.0,99,0,47,24,85,77,100,59,2025-12-14,Sunny,Mixed,216,242.0,9,2,0,0,0,0,0,0,0,0,1,26.0
R043525,18,Male,12,2,Beginner,1,275.0,12.4,4,15.0,0,3,65,7,0.0,80,53.55743104202453,25.2,9.4,6.8,1,Minor,4.0,4.0,84,35,0,0,53,41,21,39,2024-10-14,Cold,Hilly,254,310.0,7,0,0,0,1,0,0,0,0,0,0,56.0
R029637,62,Female,6,3,Beginner,9,245.0,21.4,5,15.1,0,2,100,16,0.1,80,44.14665095405969,24.4,3.6,7.0,0,None,6.0,3.0,79,0,67,80,87,45,64,72,2025-05-26,Rainy,Flat,263,299.0,7,0,0,0,0,1,0,0,0,0,0,36.0
R023713,22,Female,89,2,Advanced,8,239.0,19.3,6,15.0,1,1,75,12,0.1,70,55.25769331558678,22.9,10.0,7.3,1,Minor,3.0,6.0,78,25,53,32,83,27,50,35,2024-02-17,Rainy,Mixed,225,264.0,5,0,0,0,0,1,0,0,0,0,0,39.0
R006421,54,Non-binary,38,1,Intermediate,8,228.0,12.4,4,15.0,1,3,96,16,0.0,79,49.74419000694108,19.4,5.4,5.6,0,None,7.0,4.0,53,4,60,52,100,68,53,27,2024-05-14,Hot,Mixed,245,284.0,6,0,0,0,0,0,0,0,0,0,0,39.0
R091082,55,Female,60,1,Intermediate,5,297.0,12.4,4,15.0,1,3,86,12,6.5,66,69.0315137252256,19.7,8.4,6.8,0,None,7.0,7.0,50,14,0,18,72,62,100,91,2025-12-16,Windy,Mixed,272,302.0,7,1,0,0,0,0,0,0,0,0,1,30.0
R084067,63,Female,43,1,Intermediate,10,228.0,40.3,4,30.0,1,3,95,16,6.3,80,47.37502569708585,25.3,4.9,5.7,0,None,3.0,6.0,94,5,70,82,100,52,97,88,2025-08-23,Sunny,Flat,212,236.0,8,2,0,0,0,0,0,0,0,0,1,24.0
R085978,43,Male,32,2,Intermediate,8,213.0,37.8,6,22.3,1,1,90,12,0.0,73,55.19146949721375,23.0,3.6,5.2,1,Minor,3.0,10.0,105,10,87,55,74,94,87,80,2025-09-16,Sunny,Hilly,220,257.0,6,0,0,0,0,0,0,0,0,0,0,37.0
R035642,29,Female,6,1,Beginner,9,299.0,12.4,4,15.0,1,3,90,13,0.4,80,43.49282414314708,24.2,6.3,7.6,0,None,8.0,7.0,82,10,89,54,99,54,59,63,2024-12-09,Sunny,Mixed,285,318.0,7,1,0,0,0,0,0,0,0,0,1,33.0
R074266,28,Male,6,1,Beginner,4,308.0,12.4,5,15.0,1,2,84,14,0.0,80,44.17160379469493,19.6,6.9,7.3,1,Minor,9.0,8.0,68,16,7,46,56,36,58,100,2024-05-21,Windy,Hilly,281,334.0,3,0,0,0,0,0,0,0,0,0,0,53.0
R047162,64,Male,34,2,Intermediate,7,242.0,12.4,5,15.0,1,2,84,14,0.0,80,53.55743104202453,24.6,4.2,6.0,2,Severe,7.0,9.0,80,16,39,63,64,50,48,74,2025-05-18,Cloudy,Mixed,241,301.0,6,0,0,0,1,0,0,0,0,0,0,60.0
R087861,37,Male,6,2,Beginner,5,279.0,12.4,4,15.0,0,3,72,12,1.3,79,48.62373640302828,25.1,6.3,7.0,0,None,6.0,6.0,50,28,10,8,65,0,80,57,2025-10-26,Windy,Hilly,277,327.0,5,0,0,0,0,0,0,1,0,0,0,50.0
R078744,54,Female,127,3,Advanced,4,206.0,12.4,5,15.0,2,2,78,12,0.0,80,41.97385678168134,26.5,4.5,6.2,0,None,6.0,8.0,90,22,0,0,62,29,56,39,2024-12-01,Rainy,Flat,196,233.0,4,0,0,0,0,0,0,0,0,0,0,37.0
R004082,28,Female,14,1,Beginner,10,264.0,23.6,4,15.0,1,3,91,16,3.3,71,66.20699612098967,23.3,7.6,6.7,0,None,5.0,6.0,107,9,76,39,57,86,94,16,2025-04-17,Cloudy,Flat,266,288.0,2,3,0,0,0,0,0,0,0,0,1,22.0
R068049,65,Female,141,3,Advanced,7,260.0,35.4,4,16.4,1,3,70,10,0.0,80,53.55743104202453,18.9,7.4,7.0,0,None,8.0,5.0,66,30,49,20,30,31,54,24,2025-10-19,Hot,Mixed,251,291.0,6,0,0,0,1,0,0,0,0,0,0,40.0
R079307,32,Male,13,2,Beginner,3,315.0,12.4,4,15.0,1,3,64,9,0.0,73,56.79545503158962,23.5,8.1,7.2,0,None,5.0,7.0,64,36,25,0,44,20,58,50,2025-04-17,Cloudy,Mixed,292,326.0,8,0,0,0,0,0,0,0,0,0,0,34.0
R068359,64,Male,23,3,Beginner,2,315.0,12.4,4,15.0,0,3,84,12,0.0,78,48.1829318926156,19.1,5.7,8.3,1,Minor,1.0,8.0,98,16,34,15,72,41,30,52,2025-09-04,Hot,Flat,307,356.0,4,0,0,0,0,0,0,0,0,0,0,49.0
R013782,29,Female,27,1,Intermediate,3,241.0,12.4,5,15.0,2,2,52,9,4.4,80,44.746685379784296,18.0,7.5,6.5,0,None,6.0,7.0,10,48,17,27,53,12,41,22,2025-08-30,Cloudy,Mixed,233,274.0,7,0,0,0,0,0,1,0,0,0,0,41.0
R078095,34,Female,6,2,Beginner,5,276.0,12.4,4,15.0,1,3,76,12,0.9,80,45.57564210588176,23.0,2.603535692343808,5.205233344032007,0,None,4.0,9.0,32,24,53,21,52,30,40,56,2024-01-05,Rainy,Flat,280,330.0,5,0,0,0,0,0,0,0,0,0,0,50.0
R063110,56,Male,18,0,Beginner,8,,44.4,4,31.8,0,3,74,10,2.3,75,53.55743104202453,23.2,2.7,7.0,1,Minor,2.0,6.0,40,26,57,44,80,42,56,94,2024-03-22,Hot,Hilly,294,346.0,5,0,0,1,1,0,0,0,0,0,0,52.0
R074272,27,Female,21,5,Beginner,2,315.0,12.4,3,15.0,1,3,57,12,1.2,53,70.07991079064114,21.5,9.4,7.1,0,None,7.0,7.0,70,24,28,0,45,0,70,54,2024-05-11,Cloudy,Hilly,291,312.0,8,3,0,0,0,0,0,0,0,0,1,21.0
R033703,18,Male,18,4,Beginner,6,278.0,12.4,3,15.0,1,3,64,10,0.0,71,61.67754400623867,19.8,6.1,7.1,2,Moderate,6.0,8.0,29,36,43,30,80,77,30,73,2024-07-23,Cold,Hilly,291,347.0,4,0,0,0,0,0,1,0,0,0,0,56.0
R052494,62,Female,20,0,Beginner,8,,30.8,4,15.0,1,3,94,13,10.0,80,50.94642483918635,22.4,5.7,7.5,0,None,7.0,6.0,72,6,17,29,72,62,45,43,2024-05-01,Sunny,Mixed,296,327.0,3,1,0,1,0,0,0,1,0,0,1,31.0
R068865,62,Male,54,1,Intermediate,5,295.0,12.4,4,15.0,1,3,79,14,4.0,80,53.55743104202453,23.1,1.7,7.8,1,Minor,7.0,6.0,69,21,8,22,55,49,30,85,2025-12-21,Cold,Mixed,290,336.0,10,0,0,0,1,0,0,0,0,0,0,46.0
R021517,59,Male,27,5,Intermediate,3,216.0,12.4,3,15.0,1,3,66,11,3.3,80,35.0,23.9,3.6,6.4,0,None,6.0,1.0,40,34,24,0,50,0,33,37,2025-08-31,Cloudy,Mixed,207,250.0,7,0,0,0,0,0,0,0,0,0,0,43.0
R081697,56,Male,11,0,Beginner,7,,15.1,4,15.0,0,3,86,14,0.0,80,53.3078092562502,23.7,6.6,6.8,0,None,8.0,6.0,40,14,53,27,63,43,39,75,2025-04-18,Hot,Hilly,254,300.0,7,0,0,1,0,0,0,0,0,0,0,46.0
R057333,37,Female,8,2,Beginner,6,297.0,14.4,5,15.0,0,2,59,10,1.7,80,44.14489348517454,24.8,9.0,5.9,1,Moderate,6.0,6.0,77,41,54,57,58,52,61,38,2025-02-24,Sunny,Hilly,293,349.0,8,0,0,0,0,0,0,1,0,0,0,56.0
R069043,61,Non-binary,6,3,Beginner,9,300.0,19.1,4,15.0,1,3,84,14,5.4,80,41.64751898504999,23.1,4.9,8.1,2,Minor,5.0,6.0,84,16,42,58,75,47,70,77,2024-02-09,Rainy,Flat,287,332.0,8,0,0,0,0,0,0,1,0,0,0,45.0
R030737,61,Female,54,1,Intermediate,4,264.0,12.4,6,15.0,1,1,91,15,1.2,80,53.98547105480007,20.2,2.3,6.1,0,None,6.0,5.0,107,9,71,26,49,61,87,28,2024-01-13,Sunny,Mixed,253,285.0,4,1,0,0,0,0,0,0,0,0,1,32.0
R089770,36,Female,13,3,Beginner,7,259.0,12.4,3,15.0,1,3,76,12,5.3,75,53.55743104202453,25.0,6.4,6.1,0,None,7.0,7.0,74,24,21,48,62,75,75,94,2024-02-02,Rainy,Mixed,271,309.0,6,0,0,0,1,0,0,0,0,0,0,38.0
R065153,39,Female,27,0,Intermediate,10,,33.0,4,17.4,1,3,90,14,0.0,79,49.842115391287685,21.5,7.0,5.8,0,None,1.0,7.0,93,10,73,77,80,89,71,59,2024-07-05,Cloudy,Hilly,239,272.0,8,1,0,1,0,0,0,0,0,0,1,33.0
R059728,36,Female,47,7,Intermediate,6,226.0,12.4,5,15.0,1,2,93,16,0.2,80,48.33069705392492,18.0,8.7,5.0,0,None,10.0,3.0,98,7,41,71,42,10,88,68,2024-12-21,Rainy,Hilly,229,269.0,6,0,0,0,0,0,0,0,0,0,0,40.0
R013518,60,Female,20,1,Beginner,10,296.0,13.0,4,15.0,1,3,77,13,0.2,74,50.26705691452071,22.5,5.1,6.1,1,Minor,6.0,10.0,65,23,88,25,57,24,62,23,2025-01-07,Cold,Flat,291,334.0,8,0,0,0,0,0,0,0,0,0,0,43.0
R005543,41,Female,47,2,Intermediate,1,241.0,12.4,5,15.0,1,2,73,13,0.6,62,65.20708510919052,24.4,5.1,6.7,1,Minor,8.0,3.0,36,27,9,0,47,7,34,9,2024-02-01,Hot,Flat,244,283.0,6,0,0,0,0,0,0,0,0,0,0,39.0
R010812,56,Non-binary,23,0,Beginner,5,,12.4,4,15.0,1,3,58,7,0.0,80,44.419555202985606,21.3,3.8,7.0,0,None,9.0,5.0,55,42,27,35,71,71,30,46,2025-10-05,Hot,Hilly,272,322.0,7,0,0,1,0,0,0,0,0,0,0,50.0
R084996,36,Female,31,4,Intermediate,8,218.0,16.9,4,15.0,1,3,75,14,1.9,63,53.55743104202453,22.0,2.5824078264299137,7.0,0,None,4.0,8.0,75,25,15,35,59,100,77,24,2024-12-24,Rainy,Flat,210,253.0,10,0,0,0,1,0,0,0,1,0,0,43.0
R065621,54,Female,30,4,Intermediate,2,243.0,12.4,5,15.0,0,2,59,8,0.0,76,61.65354470911255,29.9,6.1,7.3,0,None,6.0,6.0,70,41,2,20,36,0,56,30,2025-03-13,Sunny,Hilly,242,283.0,7,0,0,0,0,0,0,1,0,0,0,41.0
R035622,34,Male,8,0,Beginner,8,,17.2,4,15.0,1,3,92,15,0.0,80,38.06088324543588,23.1,2.286637462163029,5.133046289154983,0,None,4.0,5.0,74,8,36,63,71,14,93,86,2024-05-09,Cloudy,Flat,307,353.0,3,0,0,1,0,0,0,0,0,0,0,46.0
R072635,56,Female,45,6,Intermediate,6,234.0,24.9,5,15.0,1,2,87,15,0.0,76,52.98726709144413,23.9,4.9,5.0,1,Minor,7.0,8.0,73,13,35,0,59,76,38,65,2024-08-21,Hot,Flat,241,279.0,9,0,0,0,0,0,0,0,0,0,0,38.0
R007441,54,Female,39,2,Intermediate,3,265.0,12.6,5,15.4,0,2,82,8,3.7,80,48.45011638926675,20.7,2.7,7.4,0,None,9.0,6.0,57,18,22,43,71,33,54,95,2025-01-13,Rainy,Flat,237,271.0,8,0,0,0,0,0,0,0,0,0,0,34.0
R091863,33,Female,6,0,Beginner,6,,12.4,4,15.0,0,3,92,16,0.2,80,49.24576403564938,21.4,6.2,6.0,0,None,7.0,7.0,80,8,0,27,64,35,50,40,2025-08-19,Windy,Flat,287,323.0,7,0,0,1,0,0,0,0,0,0,0,36.0
R091691,28,Male,19,3,Beginner,7,315.0,25.3,3,15.3,1,3,88,15,0.0,75,55.21631873817488,18.0,9.4,7.8,0,None,6.0,5.0,111,12,48,0,67,34,34,44,2024-08-28,Cloudy,Mixed,301,329.0,7,1,0,0,0,0,0,0,0,0,1,28.0
R045715,37,Male,6,2,Beginner,1,293.0,12.4,3,15.0,0,3,55,7,0.0,80,36.80068803297042,19.8,5.1,6.0,3,Moderate,4.0,3.0,72,45,61,6,43,0,30,10,2024-01-18,Cold,Hilly,287,347.0,7,0,0,0,0,0,0,0,0,0,0,60.0
R036951,36,Male,15,1,Beginner,10,257.0,12.4,4,15.0,0,3,73,12,1.4,61,75.0,18.0,7.3,9.1,1,Minor,3.0,6.0,57,27,44,65,60,100,75,54,2025-08-11,Hot,Flat,246,285.0,3,0,0,0,0,0,0,0,0,0,0,39.0
R056081,29,Female,60,0,Intermediate,6,,32.2,4,19.8,2,3,89,15,0.1,71,65.07545757991174,22.0,7.2,6.7,0,None,6.0,2.0,112,11,49,58,86,15,48,17,2025-03-30,Cold,Flat,236,259.0,6,2,0,1,0,1,1,0,0,0,1,23.0
R014149,21,Female,36,1,Intermediate,4,196.0,18.9,5,15.0,1,2,73,11,0.3,77,56.74856906538713,19.5,8.7,6.4,1,Minor,6.0,7.0,83,27,17,15,69,25,67,79,2025-03-03,Cloudy,Flat,201,233.0,4,1,0,0,0,0,1,0,0,0,1,32.0
R007435,65,Male,29,1,Intermediate,2,238.0,12.4,5,15.0,1,2,78,11,0.1,80,49.586699472321,23.9,5.8,7.0,0,None,6.0,2.0,43,22,33,0,73,24,69,53,2025-10-25,Hot,Mixed,260,306.0,2,0,0,0,0,0,0,0,0,0,0,46.0
R086372,20,Male,24,3,Beginner,5,269.0,21.7,6,20.2,0,1,78,10,0.0,80,35.003221072767474,23.5,7.7,5.9,0,None,4.0,7.0,85,22,0,20,60,38,61,52,2025-09-12,Hot,Flat,274,314.0,9,0,0,0,0,0,0,0,0,0,0,40.0
R055519,57,Female,51,2,Intermediate,4,253.0,12.4,6,15.0,1,1,82,10,10.0,75,53.52429019582191,23.6,6.4,7.0,1,Moderate,6.0,5.0,86,18,26,8,58,50,63,76,2025-10-11,Windy,Flat,233,282.0,7,0,0,0,0,0,1,0,0,0,0,49.0
R082508,65,Male,21,3,Beginner,6,277.0,12.4,3,15.0,1,3,79,10,5.0,70,60.01968428809459,22.4,5.3,6.3,3,Severe,8.0,6.0,112,21,30,51,68,40,61,74,2024-12-06,Cloudy,Hilly,273,,8,0,1,0,0,0,0,1,0,0,0,
R097646,18,Male,122,3,Advanced,9,279.0,35.0,4,19.3,2,3,89,12,0.0,74,56.27543245949714,21.8,8.3,9.1,0,None,7.0,8.0,110,11,45,42,72,92,72,71,2025-05-14,Hot,Flat,251,276.0,7,2,0,0,0,0,0,0,0,0,1,25.0
R073044,38,Female,67,1,Advanced,8,224.0,24.5,3,15.0,2,3,70,14,3.2,72,53.55743104202453,20.6,7.7,7.0,1,Severe,5.0,1.0,72,30,72,29,81,21,67,66,2025-03-02,Sunny,Mixed,205,263.0,5,0,0,0,1,0,0,0,1,0,0,58.0
R087299,50,Non-binary,33,2,Intermediate,9,261.0,28.0,5,15.0,2,2,100,14,0.0,80,48.98237272667176,19.2,8.0,6.8,0,None,7.0,5.0,70,0,85,41,52,37,79,36,2024-05-30,Rainy,Hilly,252,292.0,3,0,0,0,0,0,0,0,0,0,0,40.0
R036378,61,Non-binary,6,5,Beginner,5,313.0,12.4,4,15.0,2,3,79,13,0.0,80,35.0,23.3,4.4,7.1,0,None,5.0,7.0,38,21,20,35,47,0,58,25,2024-03-14,Rainy,Flat,303,347.0,7,0,0,0,0,0,0,0,0,0,0,44.0
R049112,23,Female,35,4,Intermediate,10,226.0,20.6,4,16.7,2,3,98,16,0.0,72,58.68639438447589,20.2,6.0,6.8,0,None,1.0,9.0,70,2,61,39,100,29,81,53,2024-05-03,Cloudy,Mixed,248,276.0,6,1,0,0,0,0,0,0,0,0,1,28.0
R057528,27,Female,29,1,Intermediate,7,260.0,12.4,4,16.9,0,3,100,11,0.1,75,51.0218975258887,19.4,7.8,7.7,1,Minor,4.0,8.0,94,0,68,47,91,26,51,100,2025-12-16,Hot,Hilly,240,289.0,7,0,0,0,0,1,0,0,0,0,0,49.0
R027120,30,Male,15,1,Beginner,9,289.0,13.4,5,15.0,2,2,90,11,0.0,80,53.25772828100538,21.5,7.0,7.4,3,Moderate,5.0,6.0,80,10,58,26,40,72,60,59,2024-11-23,Cloudy,Hilly,288,339.0,5,0,0,0,0,0,0,0,0,0,0,51.0
R013742,48,Male,68,0,Advanced,9,,38.0,5,33.4,2,2,89,15,3.0,64,58.64943146737467,21.9,5.6,7.3,0,None,6.0,6.0,67,11,73,68,91,59,56,79,2024-10-27,Cloudy,Flat,253,271.0,2,3,0,1,0,0,0,1,0,0,1,18.0
R008802,59,Female,19,0,Beginner,1,,12.4,5,15.0,2,2,73,12,0.0,80,35.364125063951214,27.8,4.1,7.0,0,None,9.0,8.0,85,27,0,20,68,49,32,76,2024-03-17,Hot,Flat,276,320.0,6,0,0,1,0,0,0,0,0,0,0,44.0
R036418,45,Female,17,2,Beginner,2,254.0,12.4,3,15.0,0,3,70,13,0.1,80,43.07426182845226,22.1,5.7,6.3,0,None,8.0,5.0,78,30,0,12,13,0,51,41,2025-01-21,Cloudy,Mixed,245,284.0,7,0,0,0,0,1,0,0,0,0,0,39.0
R053823,54,Male,50,3,Intermediate,6,238.0,12.4,5,15.0,1,2,74,12,0.6,77,55.47392894721556,24.1,5.9,6.5,1,Moderate,3.0,6.0,39,26,58,53,77,64,25,32,2025-08-14,Sunny,Mixed,255,,8,0,1,0,0,0,0,0,0,0,0,
R099364,45,Male,84,3,Advanced,2,193.0,14.9,4,17.7,1,3,75,15,0.0,80,53.55743104202453,25.1,5.2,6.4,1,Minor,5.0,4.0,62,25,7,0,51,9,40,29,2024-12-05,Cloudy,Flat,192,227.0,7,0,0,0,1,0,0,0,0,0,0,35.0
R050501,42,Male,21,1,Beginner,10,238.0,20.6,4,15.0,1,3,81,13,3.3,74,55.95072330677054,27.4,7.3,5.7,0,None,2.0,7.0,73,19,20,52,90,43,48,49,2024-07-01,Rainy,Flat,243,276.0,8,1,0,0,0,0,0,0,0,0,1,33.0
R062171,56,Male,6,5,Beginner,7,285.0,16.0,3,15.0,1,3,75,11,0.0,80,45.61292248445011,21.4,5.2,6.5,0,None,4.0,4.0,63,25,83,52,81,60,73,16,2025-03-24,Hot,Hilly,266,318.0,4,0,0,0,0,0,0,0,0,0,0,52.0
R084059,27,Female,6,3,Beginner,3,288.0,12.4,6,15.0,0,1,73,10,0.0,78,50.58384651232716,22.0,9.1,7.4,1,Minor,6.0,5.0,14,27,9,9,67,33,63,49,2025-03-18,Hot,Hilly,275,328.0,7,0,0,0,0,0,0,0,0,0,0,53.0
R042731,57,Female,11,2,Beginner,1,334.0,12.4,4,16.5,1,3,65,8,1.8,78,52.92088251585132,25.7,6.2,6.7,0,None,7.0,4.0,66,35,16,0,55,0,61,54,2025-11-02,Hot,Mixed,304,351.0,9,0,0,0,0,0,0,0,0,0,0,47.0
R000749,30,Male,17,2,Beginner,7,313.0,12.4,5,15.0,1,2,78,9,1.5,80,49.88764271651536,19.1,4.7,7.6,0,None,4.0,6.0,44,22,23,1,75,38,35,33,2024-05-16,Cold,Flat,282,319.0,7,0,0,0,0,0,0,0,0,0,0,37.0
R055529,48,Female,12,0,Beginner,7,,12.4,6,15.0,0,1,77,16,0.9,80,40.87806146238799,21.0,6.7,7.7,1,Moderate,2.0,5.0,63,23,79,36,55,41,64,97,2024-01-01,Rainy,Flat,269,325.0,5,0,0,1,0,0,0,0,0,0,0,56.0
R034121,39,Male,19,1,Beginner,9,304.0,20.9,4,15.0,1,3,93,12,0.0,74,59.39433138140806,23.2,7.2,7.4,0,None,7.0,9.0,82,7,100,28,73,82,63,66,2025-11-23,Cloudy,Flat,286,308.0,4,3,0,0,0,0,0,0,0,0,1,22.0
R081397,54,Female,8,1,Beginner,4,301.0,18.3,3,15.0,1,3,94,13,0.0,75,48.693392364782895,24.9,3.9,7.1,0,None,6.0,9.0,58,6,39,0,100,29,73,83,2024-08-25,Hot,Flat,273,311.0,7,0,0,0,0,0,0,0,0,0,0,38.0
R012937,36,Female,41,4,Intermediate,10,267.0,12.4,4,15.0,1,3,96,16,0.0,75,59.72249255396548,25.6,7.0,6.4,0,None,7.0,3.0,80,4,97,44,72,89,81,44,2025-09-27,Sunny,Flat,243,264.0,5,3,0,0,0,0,0,0,0,0,1,21.0
R054805,51,Female,71,1,Advanced,7,186.0,16.3,5,15.0,2,2,83,13,1.1,69,61.06536141821014,18.0,6.9,7.3,0,None,7.0,5.0,67,17,53,0,60,47,64,42,2025-10-13,Windy,Hilly,178,217.0,2,0,0,0,0,0,0,0,0,0,0,39.0
R099683,38,Male,12,0,Beginner,10,,27.2,4,22.2,1,3,88,11,1.9,80,47.30668134625195,23.9,8.6,6.3,0,None,3.0,4.0,81,12,45,60,97,58,73,58,2025-05-21,Hot,Flat,277,313.0,5,0,0,1,0,0,0,0,0,0,0,36.0
R065393,39,Male,153,2,Advanced,4,166.0,17.6,4,15.0,1,3,94,14,3.4,80,49.70803859943331,18.0,6.9,7.1,1,Minor,10.0,5.0,73,6,16,30,83,62,73,82,2024-06-30,Cold,Flat,179,213.0,1,0,0,0,0,0,0,0,0,0,0,34.0
R080276,46,Male,23,4,Beginner,8,284.0,15.3,4,15.0,1,3,100,13,0.0,80,54.25975966107802,22.4,5.9,6.7,1,Minor,7.0,6.0,82,0,24,3,84,43,67,91,2024-02-04,Sunny,Mixed,289,324.0,8,0,0,0,0,0,0,0,0,0,0,35.0
R066832,26,Female,6,2,Beginner,8,259.0,21.8,3,15.0,0,3,94,12,0.1,78,54.85435279746098,21.5,2.286214382195273,5.989296229903978,1,Minor,7.0,8.0,103,6,0,24,70,63,66,35,2025-11-03,Windy,Hilly,261,314.0,7,0,0,0,0,1,0,0,0,0,0,53.0
R059922,61,Male,37,1,Intermediate,7,229.0,12.4,4,15.0,1,3,100,16,2.1,77,53.55743104202453,25.5,5.6,7.6,1,Minor,6.0,6.0,71,0,26,54,86,84,52,58,2025-05-06,Sunny,Mixed,231,266.0,8,0,0,0,1,0,0,0,0,0,0,35.0
R073175,55,Female,47,2,Intermediate,7,226.0,12.4,6,17.1,0,1,93,16,0.0,72,53.55743104202453,19.1,5.7,5.6,2,Minor,10.0,7.0,84,7,56,34,72,100,72,24,2024-12-28,Cloudy,Mixed,239,269.0,7,1,0,0,1,0,0,0,0,0,1,30.0
R094561,29,Female,10,1,Beginner,1,223.0,12.4,4,15.0,0,3,82,10,0.0,68,66.53802607123309,20.2,5.7,6.3,0,None,9.0,3.0,71,18,10,0,54,25,88,65,2024-02-19,Sunny,Flat,249,273.0,8,2,0,0,0,0,0,0,0,0,1,24.0
R071771,63,Male,6,0,Beginner,6,,12.4,4,15.0,1,3,100,16,0.0,78,56.39056556151901,24.1,5.4,6.3,1,Minor,9.0,7.0,84,0,47,30,65,48,100,83,2024-03-20,Cloudy,Hilly,261,303.0,7,0,0,1,0,0,0,0,0,0,0,42.0
R029950,38,Female,6,3,Beginner,10,333.0,12.4,4,15.0,1,3,100,16,0.0,66,71.33436822150763,22.5,4.4,7.8,0,None,3.0,7.0,80,0,23,20,77,65,100,34,2025-04-14,Cloudy,Mixed,309,336.0,9,1,0,0,0,0,0,0,0,0,1,27.0
R075612,47,Female,6,2,Beginner,5,321.0,22.7,6,15.0,2,1,66,13,0.0,80,45.31753372842324,23.6,3.1,7.5,1,Minor,5.0,6.0,30,34,32,16,63,44,55,62,2024-05-31,Cloudy,Hilly,299,349.0,6,0,0,0,0,0,0,0,0,0,0,50.0
R026541,44,Non-binary,41,1,Intermediate,2,254.0,14.5,4,15.0,2,3,88,14,0.0,80,42.07690569073776,21.7,6.6,6.8,0,None,8.0,2.0,45,12,0,22,63,30,57,72,2024-06-26,Sunny,Flat,251,279.0,5,1,0,0,0,0,0,0,0,0,1,28.0
R072859,23,Male,103,0,Advanced,5,,17.3,4,15.0,1,3,74,10,0.1,78,50.68441828773365,22.6,9.2,7.0,0,None,6.0,6.0,107,26,48,25,65,30,43,54,2025-08-31,Windy,Flat,211,241.0,9,1,0,1,0,1,0,1,1,0,1,30.0
R044003,49,Male,68,6,Advanced,10,245.0,26.5,5,15.0,2,2,80,12,0.8,76,54.17466197573394,23.9,6.6,7.5,1,Moderate,5.0,6.0,90,20,82,41,70,100,90,24,2024-01-21,Windy,Flat,226,269.0,7,0,0,0,0,0,0,1,0,0,0,43.0
R037454,54,Male,58,2,Intermediate,1,232.0,16.6,5,15.0,1,2,70,6,0.0,74,59.95009510147405,23.4,4.5,5.8,0,None,7.0,5.0,38,30,0,18,72,0,18,60,2025-11-29,Rainy,Hilly,220,260.0,10,0,0,0,0,0,0,0,0,0,0,40.0
R045239,36,Male,6,4,Beginner,5,298.0,12.4,5,15.0,0,2,94,16,0.0,71,53.55743104202453,26.2,5.8,5.0,0,None,5.0,6.0,86,6,0,27,45,31,46,100,2024-11-26,Rainy,Flat,270,302.0,10,1,0,0,1,0,0,1,0,0,1,32.0
R026417,42,Male,41,1,Intermediate,3,255.0,12.4,5,15.0,1,2,71,8,2.0,71,54.41387392150217,19.5,5.8,7.5,1,Minor,5.0,7.0,61,29,38,14,70,37,78,49,2024-03-31,Cloudy,Mixed,245,283.0,8,0,0,0,0,0,0,0,0,0,0,38.0
R068939,53,Male,12,2,Beginner,9,299.0,29.3,6,22.0,1,1,89,15,0.3,80,50.11469376673538,21.4,6.9,6.7,1,Minor,4.0,8.0,48,11,77,43,48,47,52,26,2024-02-08,Cold,Mixed,256,300.0,10,0,0,0,0,0,0,0,0,0,0,44.0
R073114,19,Female,6,0,Beginner,5,,27.7,5,15.0,1,2,93,14,0.1,80,49.62282357408186,21.7,8.1,7.8,0,None,3.0,8.0,96,7,44,25,95,57,74,45,2025-06-04,Windy,Flat,259,292.0,8,1,0,1,0,1,0,0,0,0,1,33.0
R073486,23,Female,160,3,Advanced,3,223.0,12.4,5,15.0,2,2,75,11,1.7,67,60.86651766885838,24.5,10.0,6.2,1,Minor,6.0,5.0,68,25,3,46,79,28,50,71,2025-08-12,Sunny,Flat,210,240.0,1,1,0,0,0,0,1,0,0,0,1,30.0
R051534,31,Male,73,1,Advanced,6,185.0,19.0,5,15.0,2,2,78,11,0.1,72,59.00396132409825,21.1,8.9,6.6,0,None,6.0,6.0,60,22,0,38,54,31,52,41,2025-06-20,Rainy,Flat,188,215.0,4,1,0,0,0,1,0,1,0,0,1,27.0
R053490,62,Male,12,0,Beginner,9,,24.4,5,15.0,1,2,73,9,0.0,78,54.26666254828644,24.7,5.5,7.7,2,Minor,6.0,4.0,54,27,66,32,100,36,36,72,2025-03-08,Rainy,Hilly,254,303.0,9,0,0,1,0,0,0,0,0,0,0,49.0
